person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
31.0,1,2,142321.0,10,2,6000.0,2,12.69,0.04,9.0,632,1,0
27.0,1,3,142650.0,1,2,10000.0,4,6.17,0.07,6.0,633,1,0
30.0,1,1,142560.0,7,2,5000.0,4,13.92,0.04,9.0,646,0,0
28.0,1,2,58695.0,4,1,15000.0,5,11.01,0.26,7.0,590,0,1
29.0,0,2,142831.0,6,2,3500.0,3,13.49,0.02,6.0,552,0,0
29.0,1,1,143442.0,5,2,35000.0,1,7.9,0.24,8.0,673,0,0
27.0,1,4,143310.0,1,2,15000.0,5,6.91,0.1,9.0,652,1,0
28.0,1,2,58735.0,6,1,15000.0,4,11.99,0.26,7.0,636,0,1
27.0,0,4,144175.0,5,2,8800.0,2,11.01,0.06,7.0,663,0,0
34.0,1,4,32380.0,9,3,6000.0,6,12.42,0.19,8.0,602,1,0
28.0,1,4,143699.0,9,2,5325.0,2,10.38,0.04,7.0,532,0,0
30.0,1,3,143938.0,8,2,25000.0,4,12.73,0.17,8.0,696,1,0
29.0,0,2,32266.0,8,3,4500.0,3,11.71,0.14,5.0,657,1,0
32.0,1,3,143799.0,12,2,18000.0,4,10.99,0.13,7.0,590,1,0
27.0,1,3,143477.0,4,3,5000.0,1,7.51,0.03,5.0,526,1,0
34.0,1,3,144083.0,12,2,6000.0,6,11.01,0.04,10.0,715,0,0
32.0,1,3,143979.0,9,2,9000.0,2,13.47,0.06,7.0,676,1,0
27.0,0,2,129772.0,4,2,24000.0,4,20.0,0.18,10.0,690,0,1
29.0,1,1,144399.0,10,2,6800.0,6,13.16,0.05,10.0,742,0,0
29.0,1,3,145281.0,4,2,5000.0,5,9.32,0.03,5.0,651,1,0
30.0,0,2,144597.0,9,2,9500.0,6,8.94,0.07,10.0,610,1,0
33.0,1,2,145040.0,9,2,14050.0,1,8.9,0.1,7.0,664,0,0
32.0,0,2,145174.0,12,2,8000.0,5,8.9,0.06,6.0,622,0,0
27.0,1,2,145242.0,3,2,17000.0,1,6.03,0.12,5.0,560,1,0
34.0,0,5,32170.0,16,3,3000.0,2,8.49,0.09,9.0,689,1,0
28.0,1,1,32535.0,6,3,2500.0,6,7.49,0.08,8.0,710,0,0
29.0,1,3,58247.0,4,1,15000.0,4,11.36,0.26,8.0,646,0,1
29.0,0,4,144676.0,9,2,16000.0,3,12.42,0.11,9.0,642,1,0
29.0,1,1,145174.0,7,2,35000.0,1,8.9,0.24,7.0,624,0,0
29.0,1,4,145058.0,7,2,28000.0,2,7.9,0.19,8.0,668,0,0
29.0,0,3,145341.0,6,2,20000.0,1,11.71,0.14,5.0,627,1,0
29.0,0,4,51643.0,8,1,15000.0,4,14.25,0.29,9.0,511,0,1
28.0,0,1,59091.0,7,1,15000.0,2,12.99,0.25,7.0,593,0,1
28.0,1,3,59279.0,5,1,15000.0,4,12.87,0.25,8.0,627,0,1
27.0,0,2,144848.0,7,2,20000.0,1,10.65,0.14,8.0,604,1,0
29.0,0,2,145237.0,6,2,12000.0,3,10.65,0.08,9.0,635,1,0
30.0,1,4,59217.0,11,1,15000.0,3,10.75,0.25,9.0,669,0,1
29.0,1,4,144848.0,6,2,7000.0,4,11.01,0.05,8.0,650,1,0
27.0,1,3,144533.0,7,2,15000.0,5,13.49,0.1,6.0,533,1,0
30.0,0,3,53981.0,8,1,15000.0,4,13.24,0.28,7.0,665,0,1
33.0,0,4,144764.0,11,2,2000.0,3,12.69,0.01,9.0,538,1,0
27.0,0,1,60763.0,4,1,15000.0,3,16.77,0.25,5.0,578,1,0
29.0,1,3,145388.0,5,2,5000.0,3,9.91,0.03,7.0,673,0,0
29.0,0,3,145108.0,6,2,6900.0,6,10.65,0.05,6.0,613,1,0
27.0,1,1,145242.0,6,2,10000.0,6,6.62,0.07,10.0,605,1,0
31.0,1,1,145190.0,12,2,12000.0,3,6.03,0.08,6.0,727,0,0
30.0,0,2,145138.0,6,2,11000.0,1,6.03,0.08,5.0,651,1,0
34.0,1,1,145151.0,7,2,7100.0,2,8.9,0.05,8.0,699,1,0
31.0,1,3,145277.0,10,2,28000.0,2,8.9,0.19,9.0,684,1,0
27.0,1,3,145229.0,4,2,7000.0,4,7.49,0.05,9.0,620,1,0
35.0,0,2,144943.0,11,2,8000.0,4,11.01,0.06,10.0,591,1,0
28.0,0,1,144977.0,5,3,5000.0,3,10.65,0.03,6.0,565,0,0
32.0,1,3,144823.0,12,2,28250.0,4,16.77,0.2,9.0,648,1,0
34.0,1,1,145139.0,8,2,4200.0,1,12.69,0.03,6.0,516,0,0
27.0,1,4,145092.0,3,2,20000.0,5,7.51,0.14,6.0,632,1,0
29.0,1,4,144968.0,8,2,20000.0,5,12.42,0.14,6.0,686,1,0
34.0,1,4,31973.0,9,3,10000.0,1,8.94,0.31,9.0,683,1,0
28.0,1,4,61401.0,5,1,15000.0,4,7.49,0.24,6.0,676,1,0
27.0,1,4,145158.0,1,3,4800.0,2,10.99,0.03,10.0,537,1,0
34.0,1,3,144967.0,12,3,7800.0,3,10.99,0.05,9.0,726,1,0
30.0,1,4,145369.0,8,2,6000.0,4,10.99,0.04,7.0,662,1,0
30.0,1,4,145326.0,4,2,7200.0,5,9.99,0.05,9.0,641,0,0
28.0,0,5,145271.0,3,2,14500.0,2,5.42,0.1,8.0,680,0,0
27.0,1,3,145002.0,5,2,14000.0,4,11.99,0.1,10.0,667,0,0
32.0,0,3,130375.0,13,2,8400.0,5,15.99,0.06,7.0,693,0,1
30.0,1,3,53862.0,7,1,15000.0,5,6.54,0.28,5.0,620,0,1
29.0,1,3,145104.0,7,3,18000.0,4,11.49,0.12,10.0,607,0,0
30.0,1,2,145284.0,7,2,15000.0,1,11.01,0.1,8.0,638,1,0
28.0,1,3,111631.0,9,2,10000.0,2,16.89,0.09,8.0,622,0,1
31.0,0,3,144607.0,11,2,7500.0,4,10.99,0.05,9.0,627,1,0
27.0,0,1,144867.0,6,2,8000.0,4,5.99,0.06,6.0,676,1,0
30.0,1,3,145150.0,8,2,3000.0,6,11.49,0.02,8.0,671,0,0
30.0,1,3,130583.0,10,2,4925.0,5,11.01,0.04,9.0,672,0,1
31.0,1,1,144931.0,8,2,20000.0,1,7.49,0.14,6.0,665,1,0
28.0,0,1,145223.0,5,2,8000.0,4,15.62,0.06,7.0,702,0,0
30.0,0,4,145301.0,8,2,15000.0,6,10.99,0.1,6.0,702,0,0
31.0,0,1,130703.0,10,2,35000.0,5,13.49,0.27,10.0,649,0,1
27.0,1,3,60895.0,6,1,15000.0,3,13.16,0.25,9.0,669,0,0
34.0,1,3,61085.0,13,1,15000.0,6,12.72,0.25,9.0,661,1,0
35.0,0,1,145413.0,12,2,8850.0,2,10.99,0.06,7.0,682,1,0
33.0,0,4,144957.0,11,2,4500.0,2,5.99,0.03,5.0,704,1,0
28.0,1,2,60970.0,6,1,15000.0,1,10.28,0.25,5.0,613,1,0
32.0,1,4,145411.0,9,2,6600.0,6,7.49,0.05,7.0,692,1,0
27.0,1,1,144971.0,5,2,7000.0,5,5.99,0.05,5.0,658,0,0
29.0,0,3,144999.0,10,3,7000.0,3,8.49,0.05,7.0,698,0,0
28.0,1,2,145195.0,7,2,14400.0,1,10.74,0.1,10.0,564,1,0
30.0,0,4,145100.0,7,3,10000.0,3,13.06,0.07,8.0,499,1,0
33.0,0,3,145171.0,9,2,6000.0,4,6.92,0.04,8.0,670,0,0
29.0,0,3,144889.0,8,3,8000.0,2,11.11,0.06,10.0,627,0,0
33.0,1,1,145059.0,10,2,14000.0,2,7.29,0.1,8.0,594,1,0
29.0,1,3,144996.0,4,2,5000.0,5,5.42,0.03,9.0,634,1,0
30.0,0,3,145234.0,8,2,9600.0,2,7.66,0.07,9.0,622,1,0
28.0,1,4,144617.0,8,2,5000.0,6,13.06,0.03,5.0,607,1,0
28.0,0,4,144796.0,3,2,10000.0,1,5.42,0.07,6.0,666,0,0
32.0,1,3,62580.0,9,1,15000.0,4,20.0,0.24,5.0,728,0,0
34.0,0,4,145393.0,16,2,20000.0,1,10.37,0.14,10.0,702,1,0
27.0,1,3,145060.0,4,2,18000.0,6,10.74,0.12,6.0,623,1,0
30.0,1,2,145080.0,8,2,18400.0,5,9.63,0.13,9.0,659,0,0
29.0,0,4,30888.0,4,3,6500.0,2,13.49,0.21,9.0,542,1,0
29.0,0,2,31031.0,6,3,10000.0,2,13.49,0.32,5.0,514,1,0
28.0,1,4,111030.0,4,2,20000.0,2,15.28,0.18,6.0,613,0,1
30.0,0,4,144599.0,10,2,6000.0,1,5.42,0.04,9.0,549,0,0
30.0,1,1,145098.0,10,2,8000.0,1,10.37,0.06,9.0,628,0,0
33.0,1,3,144975.0,11,2,15000.0,4,5.79,0.1,9.0,681,1,0
27.0,0,4,62850.0,3,1,15000.0,3,10.99,0.24,6.0,648,1,0
29.0,0,3,144968.0,4,3,5000.0,5,14.09,0.03,6.0,607,1,0
27.0,0,1,145042.0,2,2,8000.0,4,12.61,0.06,9.0,642,0,0
34.0,1,3,144497.0,11,2,16800.0,2,6.91,0.12,6.0,726,0,0
30.0,0,3,144687.0,9,2,4800.0,1,10.36,0.03,8.0,669,0,0
29.0,0,2,144872.0,8,2,10000.0,3,6.17,0.07,8.0,500,1,0
32.0,0,3,145010.0,13,2,2000.0,1,11.01,0.01,5.0,711,1,0
28.0,1,2,145131.0,4,2,22000.0,2,13.72,0.15,6.0,687,1,0
34.0,1,1,130213.0,13,2,25000.0,5,20.0,0.19,8.0,604,0,1
27.0,1,1,144960.0,7,2,7000.0,1,7.14,0.05,10.0,703,0,0
33.0,1,3,144663.0,9,3,6000.0,1,7.14,0.04,10.0,472,1,0
31.0,1,3,145605.0,12,2,25000.0,4,16.32,0.17,7.0,620,0,0
30.0,0,2,145005.0,3,2,14000.0,1,7.88,0.1,6.0,526,1,0
32.0,1,3,145000.0,9,2,5600.0,6,10.75,0.04,10.0,691,0,0
28.0,0,1,145514.0,4,3,3600.0,4,14.84,0.02,9.0,665,0,0
32.0,1,4,64437.0,8,1,15000.0,4,16.29,0.23,6.0,683,0,0
32.0,1,2,144700.0,10,2,8000.0,3,7.51,0.06,7.0,635,1,0
28.0,0,3,145209.0,5,2,20000.0,4,11.01,0.14,5.0,613,1,0
29.0,0,3,145036.0,9,2,23000.0,3,11.49,0.16,5.0,697,0,0
33.0,1,2,29963.0,9,1,1600.0,1,8.88,0.05,6.0,663,1,0
28.0,1,3,29521.0,8,1,1600.0,2,15.05,0.05,5.0,674,0,1
27.0,1,2,144956.0,1,2,8400.0,3,7.14,0.06,8.0,562,1,0
30.0,1,1,144931.0,9,2,5000.0,5,10.38,0.03,9.0,644,1,0
27.0,0,2,145079.0,3,2,25000.0,6,15.95,0.17,9.0,650,1,0
33.0,1,1,30996.0,10,1,1600.0,2,16.69,0.05,6.0,595,0,1
32.0,1,4,145077.0,10,2,25000.0,3,10.99,0.17,6.0,623,1,0
29.0,0,2,145161.0,6,2,12000.0,3,13.48,0.08,7.0,668,1,0
27.0,1,4,145141.0,5,2,7000.0,4,6.76,0.05,5.0,640,0,0
29.0,1,1,144660.0,7,2,9000.0,2,10.25,0.06,10.0,621,0,0
31.0,1,1,145158.0,11,2,10000.0,2,7.51,0.07,7.0,668,1,0
27.0,0,2,111394.0,0,2,25000.0,2,16.07,0.22,9.0,610,0,1
29.0,0,3,145239.0,9,2,4700.0,4,7.14,0.03,6.0,670,0,0
27.0,1,4,130644.0,3,2,25000.0,5,14.96,0.19,9.0,694,0,1
33.0,1,1,37082.0,10,1,1600.0,5,10.25,0.04,9.0,698,1,0
28.0,1,3,145214.0,10,2,6000.0,6,7.74,0.04,5.0,676,1,0
29.0,1,2,145057.0,3,3,7500.0,1,7.74,0.05,8.0,682,1,0
29.0,1,3,144785.0,6,2,20000.0,4,13.92,0.14,6.0,610,1,0
31.0,0,4,144965.0,7,2,20000.0,3,11.14,0.14,9.0,584,1,0
30.0,1,4,46875.0,11,1,1600.0,5,13.49,0.03,10.0,532,1,0
29.0,0,2,144929.0,3,2,7000.0,6,8.94,0.05,10.0,682,0,0
27.0,1,1,40794.0,6,1,1600.0,6,16.89,0.04,5.0,692,0,1
31.0,0,1,48813.0,5,1,1600.0,3,11.01,0.03,8.0,667,1,0
31.0,0,3,49112.0,6,1,1600.0,2,14.79,0.03,8.0,679,1,0
30.0,0,2,144996.0,6,2,7500.0,3,15.65,0.05,5.0,514,1,0
35.0,0,5,41656.0,8,1,1600.0,3,14.84,0.04,6.0,616,0,1
30.0,0,3,51397.0,9,1,1600.0,4,10.37,0.03,6.0,634,1,0
32.0,1,3,44327.0,7,1,1600.0,5,14.09,0.04,9.0,627,0,1
31.0,0,4,31287.0,10,3,3075.0,6,11.83,0.1,5.0,556,0,0
29.0,0,4,51488.0,7,1,1600.0,3,19.16,0.03,6.0,526,1,0
29.0,0,4,52785.0,8,1,1600.0,1,13.49,0.03,10.0,708,0,0
31.0,1,3,144804.0,8,2,9000.0,3,8.94,0.06,6.0,618,1,0
27.0,0,4,145241.0,3,2,20000.0,1,11.01,0.14,7.0,646,1,0
27.0,1,3,144947.0,6,2,6000.0,4,13.79,0.04,10.0,717,0,0
27.0,1,2,145600.0,3,2,16000.0,2,12.21,0.11,8.0,598,0,0
27.0,1,3,62071.0,6,1,1600.0,3,10.59,0.03,6.0,636,1,0
29.0,1,4,144764.0,5,2,5000.0,1,7.68,0.03,6.0,639,1,0
29.0,0,2,145139.0,8,2,6250.0,2,12.53,0.04,8.0,513,1,0
28.0,1,3,111263.0,9,2,15000.0,2,15.37,0.13,8.0,646,0,1
34.0,1,2,62770.0,10,1,1600.0,2,15.21,0.03,6.0,570,0,1
27.0,1,1,144975.0,6,2,10000.0,6,11.14,0.07,6.0,658,1,0
29.0,0,2,77026.0,4,1,1600.0,5,11.83,0.02,5.0,644,1,0
29.0,0,3,81775.0,6,1,1600.0,2,8.9,0.02,7.0,662,1,0
28.0,0,1,145227.0,7,2,20000.0,3,9.45,0.14,10.0,621,1,0
29.0,1,4,130338.0,6,2,24500.0,4,12.61,0.19,9.0,586,0,1
29.0,1,3,82647.0,1,1,1600.0,1,11.48,0.02,10.0,697,0,0
31.0,1,1,111411.0,10,2,2225.0,2,7.43,0.02,5.0,663,0,1
34.0,0,4,111166.0,13,2,25000.0,2,15.83,0.22,9.0,652,0,1
32.0,0,3,145214.0,12,2,6000.0,6,12.17,0.04,8.0,662,0,0
28.0,0,1,144835.0,5,2,1000.0,1,7.12,0.01,5.0,685,1,0
32.0,0,3,111246.0,10,2,24625.0,2,14.07,0.22,7.0,568,0,1
30.0,1,3,145185.0,6,2,8275.0,2,9.01,0.06,8.0,656,1,0
27.0,0,4,145136.0,7,2,3775.0,1,11.01,0.03,6.0,528,1,0
29.0,1,3,145183.0,5,2,5000.0,3,7.43,0.03,6.0,590,0,0
32.0,1,2,104534.0,10,1,1600.0,1,13.23,0.02,9.0,560,0,0
29.0,1,4,31024.0,10,3,8000.0,3,9.99,0.26,7.0,637,1,0
34.0,0,3,145880.0,14,2,9600.0,5,11.01,0.07,7.0,685,1,0
34.0,0,3,145532.0,11,2,20000.0,2,14.79,0.14,8.0,679,1,0
33.0,1,3,146312.0,11,2,15200.0,6,13.61,0.1,5.0,689,0,0
30.0,0,3,13847.0,5,1,1500.0,4,11.48,0.11,9.0,675,0,1
27.0,1,1,146222.0,4,2,16800.0,6,6.91,0.11,8.0,731,0,0
33.0,0,3,15104.0,9,1,1500.0,2,11.83,0.1,6.0,653,0,0
31.0,0,3,145954.0,10,2,25000.0,5,12.73,0.17,9.0,643,0,0
33.0,0,1,146262.0,9,2,17600.0,1,13.57,0.12,5.0,692,0,0
34.0,1,3,16288.0,12,1,1500.0,2,9.25,0.09,7.0,619,1,0
28.0,1,4,146233.0,7,2,5400.0,4,5.99,0.04,6.0,661,0,0
28.0,0,4,112870.0,9,2,20000.0,2,14.74,0.18,8.0,562,0,1
32.0,1,2,146298.0,7,2,6000.0,3,7.51,0.04,6.0,649,1,0
29.0,0,3,146842.0,6,2,7200.0,5,11.01,0.05,7.0,587,1,0
29.0,1,1,132976.0,5,2,15000.0,1,13.47,0.11,10.0,640,0,1
28.0,1,5,147479.0,5,2,15000.0,3,16.77,0.1,5.0,639,0,0
27.0,1,3,30685.0,2,3,11500.0,2,8.49,0.37,6.0,704,0,0
30.0,0,4,147120.0,6,2,11200.0,6,5.42,0.08,9.0,723,0,0
34.0,0,3,18248.0,12,1,1500.0,5,12.61,0.08,9.0,695,1,0
27.0,1,1,147440.0,4,2,8000.0,5,7.88,0.05,6.0,685,1,0
31.0,1,3,147442.0,8,2,6000.0,6,9.38,0.04,9.0,651,1,0
32.0,1,1,147351.0,11,2,10000.0,6,8.59,0.07,9.0,657,1,0
34.0,0,1,147794.0,10,2,6800.0,2,10.65,0.05,10.0,707,1,0
32.0,0,4,147680.0,10,2,10000.0,2,7.88,0.07,6.0,679,0,0
27.0,1,4,148653.0,5,2,35000.0,3,8.49,0.24,5.0,609,0,0
27.0,1,4,148739.0,9,2,13225.0,3,16.11,0.09,7.0,652,0,0
32.0,0,3,148522.0,10,2,15200.0,3,15.95,0.1,9.0,557,1,0
31.0,0,4,148505.0,8,2,15000.0,2,6.91,0.1,7.0,607,1,0
28.0,0,1,133815.0,0,2,25000.0,5,19.79,0.19,5.0,645,0,1
28.0,1,3,148326.0,8,3,4000.0,4,8.59,0.03,5.0,654,1,0
31.0,1,3,148796.0,8,2,19000.0,3,13.47,0.13,9.0,701,1,0
31.0,1,4,114410.0,8,2,15000.0,2,15.37,0.13,8.0,684,0,1
30.0,1,2,134243.0,5,2,12500.0,6,19.04,0.09,8.0,648,0,1
34.0,0,2,22361.0,10,1,1500.0,2,11.48,0.07,6.0,624,0,1
28.0,0,5,149183.0,6,2,18000.0,3,11.01,0.12,7.0,709,1,0
27.0,1,3,149599.0,6,2,6500.0,2,8.0,0.04,6.0,669,1,0
33.0,0,2,149702.0,12,2,14000.0,5,6.03,0.09,10.0,639,1,0
27.0,0,2,149776.0,5,2,4350.0,4,11.49,0.03,6.0,610,1,0
29.0,1,4,149774.0,5,2,2000.0,6,5.42,0.01,7.0,623,0,0
34.0,1,3,149596.0,9,2,12000.0,6,7.51,0.08,5.0,691,0,0
29.0,1,2,149415.0,7,2,8100.0,2,7.51,0.05,7.0,543,0,0
27.0,0,2,150041.0,5,2,24250.0,5,11.01,0.16,7.0,604,1,0
33.0,1,2,149704.0,9,3,23500.0,4,14.96,0.16,6.0,630,1,0
27.0,1,4,23770.0,6,1,1500.0,4,7.14,0.06,10.0,687,0,0
35.0,0,3,150642.0,11,2,20000.0,1,11.49,0.13,5.0,614,0,0
31.0,0,2,29628.0,9,3,2000.0,4,16.29,0.07,9.0,591,1,0
29.0,1,3,29732.0,5,3,7200.0,4,7.51,0.24,6.0,624,0,0
27.0,0,2,24821.0,6,1,1500.0,3,12.69,0.06,9.0,683,1,0
28.0,1,3,150676.0,6,2,15000.0,3,12.53,0.1,5.0,640,0,0
31.0,1,2,150976.0,12,2,24000.0,5,8.49,0.16,5.0,617,1,0
27.0,1,2,151189.0,7,2,9000.0,1,7.51,0.06,6.0,563,1,0
29.0,1,1,151077.0,9,2,3400.0,3,9.91,0.02,7.0,590,1,0
32.0,0,4,151061.0,10,2,9000.0,1,6.62,0.06,10.0,677,1,0
30.0,1,2,150938.0,9,2,7000.0,3,11.01,0.05,7.0,685,0,0
28.0,1,4,151272.0,8,2,30000.0,4,7.51,0.2,5.0,684,0,0
30.0,1,3,26859.0,7,1,1500.0,4,11.71,0.06,9.0,705,0,1
31.0,1,4,151034.0,10,3,30000.0,2,7.51,0.2,9.0,646,0,0
30.0,0,3,27084.0,7,1,1500.0,5,14.72,0.06,8.0,693,0,0
32.0,0,1,150892.0,11,2,21000.0,3,11.71,0.14,10.0,543,1,0
28.0,0,3,28189.0,3,1,1500.0,2,6.03,0.05,7.0,642,0,0
29.0,0,4,150807.0,5,2,24000.0,2,13.49,0.16,7.0,650,1,0
31.0,1,4,29784.0,6,1,1500.0,6,11.86,0.05,10.0,687,0,1
34.0,1,1,151124.0,9,2,9175.0,2,10.99,0.06,5.0,672,1,0
33.0,1,3,150550.0,13,2,8800.0,2,10.59,0.06,7.0,619,1,0
27.0,1,4,150767.0,5,2,30000.0,2,10.99,0.2,10.0,693,1,0
28.0,0,3,30789.0,7,1,1500.0,1,8.0,0.05,5.0,579,0,1
31.0,1,3,150608.0,9,2,18000.0,2,11.99,0.12,7.0,656,1,0
28.0,1,1,150937.0,7,2,7500.0,3,7.49,0.05,7.0,690,1,0
33.0,1,4,150659.0,11,2,10975.0,6,6.99,0.07,9.0,667,1,0
29.0,1,3,32026.0,7,1,1500.0,3,12.99,0.05,6.0,651,0,0
30.0,1,3,136793.0,6,2,30000.0,5,15.62,0.22,8.0,643,0,1
30.0,0,4,64562.0,6,1,15000.0,4,10.62,0.23,8.0,647,1,0
31.0,0,3,58476.0,8,1,15000.0,5,15.21,0.26,5.0,583,0,1
30.0,1,4,151133.0,10,2,25000.0,6,13.8,0.17,6.0,698,0,0
29.0,1,1,150723.0,5,2,10000.0,6,5.79,0.07,10.0,600,0,0
29.0,1,2,151392.0,8,2,14400.0,1,5.79,0.1,10.0,680,0,0
28.0,1,5,66531.0,6,1,15000.0,4,14.09,0.23,9.0,678,0,0
27.0,0,4,151231.0,5,2,24000.0,6,6.91,0.16,8.0,660,0,0
32.0,0,3,67069.0,7,1,15000.0,3,6.54,0.22,5.0,699,0,0
29.0,1,3,151065.0,4,2,12000.0,4,5.79,0.08,7.0,670,0,0
31.0,1,3,151214.0,8,2,25000.0,4,10.75,0.17,7.0,702,1,0
29.0,1,2,151415.0,5,2,10000.0,6,14.35,0.07,9.0,496,1,0
32.0,1,2,151040.0,9,2,20000.0,4,11.12,0.13,9.0,715,0,0
35.0,0,4,151192.0,12,2,17000.0,3,7.88,0.11,6.0,544,1,0
28.0,0,3,151062.0,3,3,10000.0,4,7.51,0.07,8.0,669,1,0
27.0,1,3,67100.0,8,1,15000.0,3,12.42,0.22,10.0,657,1,0
28.0,0,5,136268.0,5,2,13200.0,4,18.67,0.1,10.0,550,0,1
33.0,1,2,150984.0,11,2,20000.0,2,7.88,0.13,5.0,542,0,0
28.0,1,4,66882.0,4,1,15000.0,6,17.06,0.22,5.0,611,1,0
27.0,1,3,151005.0,5,2,8000.0,1,6.76,0.05,10.0,629,1,0
29.0,0,1,151134.0,5,2,3500.0,2,13.98,0.02,8.0,711,0,0
28.0,1,3,29244.0,4,3,3000.0,3,6.91,0.1,5.0,629,1,0
29.0,0,2,151288.0,7,2,25000.0,4,10.62,0.17,8.0,688,0,0
27.0,0,4,29953.0,6,3,8500.0,3,5.42,0.28,6.0,583,1,0
30.0,0,2,30344.0,7,3,6000.0,4,5.79,0.2,9.0,680,1,0
29.0,1,1,30101.0,3,3,10000.0,3,5.79,0.33,7.0,694,1,0
28.0,1,3,151047.0,5,2,15000.0,3,10.25,0.1,7.0,692,0,0
29.0,1,4,116359.0,8,2,15200.0,2,13.85,0.13,5.0,683,0,1
30.0,1,1,151000.0,10,2,8000.0,2,7.74,0.05,10.0,667,0,0
31.0,0,2,150828.0,10,2,12500.0,3,11.48,0.08,10.0,650,1,0
27.0,1,2,150823.0,4,3,13200.0,4,11.14,0.09,8.0,640,0,0
28.0,0,3,61269.0,9,1,15000.0,5,14.91,0.24,7.0,712,0,1
31.0,1,4,29657.0,5,3,2500.0,2,11.01,0.08,7.0,564,1,0
28.0,1,3,150929.0,4,2,8000.0,1,11.14,0.05,10.0,704,0,0
29.0,1,4,151028.0,4,2,6400.0,6,12.87,0.04,9.0,639,1,0
34.0,0,2,151188.0,14,2,12000.0,2,8.94,0.08,9.0,625,1,0
27.0,0,3,151182.0,9,2,20000.0,6,11.01,0.13,5.0,586,1,0
28.0,1,2,68800.0,5,1,15000.0,5,12.61,0.22,10.0,573,1,0
29.0,1,3,136073.0,4,2,25000.0,4,18.84,0.18,7.0,641,0,1
29.0,1,1,69292.0,3,1,15000.0,4,9.91,0.22,6.0,689,0,0
29.0,0,1,151171.0,11,2,8500.0,6,13.47,0.06,5.0,618,0,0
29.0,1,3,136545.0,4,2,25000.0,6,13.16,0.18,9.0,660,0,1
27.0,0,3,150946.0,6,2,15975.0,4,12.72,0.11,8.0,511,1,0
33.0,1,4,150666.0,11,3,3000.0,4,7.75,0.02,8.0,567,1,0
30.0,1,4,151101.0,8,2,5750.0,6,7.43,0.04,5.0,672,1,0
30.0,1,2,116173.0,6,2,30000.0,2,15.62,0.26,5.0,612,0,1
33.0,0,3,62912.0,12,1,15000.0,2,14.42,0.24,10.0,675,0,1
27.0,1,1,70060.0,4,1,15000.0,5,11.01,0.21,6.0,599,1,0
30.0,1,4,70775.0,8,1,15000.0,2,8.49,0.21,10.0,700,1,0
28.0,0,4,151065.0,5,2,12000.0,4,7.14,0.08,5.0,640,0,0
28.0,0,4,151978.0,5,2,13800.0,4,7.88,0.09,6.0,630,1,0
28.0,0,4,152002.0,8,2,12000.0,6,11.71,0.08,7.0,509,1,0
28.0,1,4,151912.0,4,2,2000.0,3,9.99,0.01,10.0,669,1,0
34.0,1,3,152206.0,15,2,9600.0,3,11.49,0.06,5.0,676,0,0
29.0,1,2,151986.0,3,2,7000.0,3,16.02,0.05,5.0,602,1,0
30.0,1,3,152386.0,7,2,8000.0,3,10.74,0.05,8.0,701,1,0
33.0,1,3,151907.0,6,2,9500.0,6,5.42,0.06,7.0,667,0,0
29.0,1,4,152251.0,9,2,6450.0,1,10.37,0.04,7.0,627,0,0
29.0,0,3,152322.0,8,2,11000.0,6,6.91,0.07,7.0,609,0,0
30.0,0,4,137449.0,9,2,15000.0,6,6.54,0.11,6.0,580,0,1
29.0,1,1,70731.0,8,1,15000.0,2,13.16,0.21,5.0,616,0,0
27.0,0,2,152344.0,6,2,5500.0,4,7.51,0.04,9.0,687,1,0
33.0,1,2,29781.0,6,3,1875.0,6,11.01,0.06,9.0,611,1,0
29.0,1,3,152381.0,7,2,15000.0,6,7.88,0.1,8.0,661,1,0
32.0,0,3,30029.0,8,3,2850.0,1,11.83,0.09,7.0,605,1,0
27.0,0,1,72065.0,4,1,15000.0,5,10.75,0.21,7.0,669,0,0
31.0,0,4,72365.0,9,1,15000.0,4,15.21,0.21,10.0,625,1,0
31.0,0,1,29743.0,10,3,6200.0,1,11.14,0.21,8.0,690,0,0
30.0,1,1,152384.0,7,2,14400.0,3,14.54,0.09,7.0,598,0,0
30.0,1,3,65850.0,5,1,15000.0,6,14.27,0.23,8.0,615,0,1
35.0,0,3,152750.0,14,2,13000.0,5,10.38,0.09,8.0,612,0,0
29.0,0,2,138406.0,7,2,30000.0,5,19.29,0.22,6.0,547,0,1
35.0,0,4,153006.0,12,2,24250.0,2,10.38,0.16,6.0,671,0,0
27.0,1,1,153272.0,4,2,21000.0,4,10.99,0.14,8.0,717,1,0
29.0,1,1,153247.0,6,2,24250.0,4,11.36,0.16,8.0,655,0,0
30.0,1,3,138474.0,8,2,20000.0,5,14.59,0.14,7.0,518,0,1
28.0,0,1,153129.0,4,2,8400.0,5,12.87,0.05,7.0,630,1,0
33.0,1,2,139968.0,10,2,5000.0,6,12.99,0.04,5.0,601,0,1
27.0,1,4,154580.0,4,2,32000.0,3,11.11,0.21,7.0,655,0,0
27.0,1,3,154575.0,3,2,18000.0,5,11.83,0.12,6.0,647,1,0
27.0,1,2,139977.0,6,2,3500.0,1,12.53,0.03,10.0,554,0,1
27.0,0,4,140192.0,6,2,25000.0,6,13.36,0.18,7.0,647,0,1
